st_racuna,artikli
524960,256 534 294 1064 440 824 57 5694 74 1357 847 12249 619 115 247
525364,2 2066 1064 1623 115 1140 271 1351
525722,2 1042 3098 60 590 598 619 1206 1730 195 1766 256 271 294 13627 1351 458 980
527329,1 2 74 115 256 294 2387 2424 385 2438 421 440 446 534 590 604 619 824 908 2989 9152 7170 1042 1064 7551 5696 8130
528342,2 2066 564 4669 598 619 1206 1351
528392,2 36 46 57 60 598 115 5289 186 247 2810 271 294 440 446 2008 5088 504
528812,3098 294 46 963 3180 370 247
529590,2 53 593 2364 2424 440
529896,2 16 421
530347,2 46 53 57 74 107 619 294 440 1987
530901,1 2 16 2066 46 53 57 4156 74 4204 115 4398 370 420 440 619 6908 824 3098 7311 1220 3360 1409 5582 1599 5882 5958 4065 2032
531074,4515 53 440 2235 1220 1237 370
531808,1 2 16 534 23 9772 57 53 1081 590 598 619 115 186 2298 256 12088 824 2364 1351 2424 385 440 441 963 1502 4581
531894,2 1 57 5259 271 908 440 5072 4581
531923,421
531961,10759 16 2066 1042 34 60 598 604 115 719 247 6908 256 294 5949 1357 370 6559 421 440
533560,1 2 1042 46 57 1599 590 604 619 2235 195 719 256 271 294 824 395 421 440 441 980
533911,2 3098 8220 34 2612 53 1081 5696 74 7305 294 1351 1357 1358 852 5497 11135 1409 3979 3490 8652 11725 511
534706,441 60 115
534822,2 440 1208 2235 590 980 4696 2523 1502
534901,16 534 3098 2098 2101 74 1140 1214 3788 247 271 294 370 385 963 458 9680
535575,2 53 115 247 256 275 824 908 421 440
536126,2 10759 1064 598 2674 7302 5273 7326 2233 2260 271 4419 1364 370 440 5107
536627,2 74 593 107 619 115 1730 1766 294 824 395 440 1994
538438,256 908 3098 604 370 247 12286
538557,256 534 46 1220 1357
539342,2 294 11951 619
539351,256 16 421 4650 53 440 57 446 4166
540155,534 3098 115 3789 824 9122 2471 2989 440 446
540208,1409 395 16 3619 2471 46 57 74 3788 4434 488
540491,34 57 60 74 619 115 5273 195 5337 256 271 824 1357 13653 385 908 440 448 980
540681,2 34 2233 824 440
540823,2 16 115 186 8492 421 440 441 446 564 619 719 852 879 1042 1206 9634 1766
541010,2 16 2066 57 60 74 115 256 271 294 440 446 564 4693 3098 7311 1186 1206 7423 11534 5497 1502 3846 1822 2032
541613,2 36 53 60 115 294 2364 395 440 446 590 604 619 1042 14030
541973,2 34 36 41 53 4166 74 247 256 2387 377 395 440 441 458 8752 4669 6723 6725 590 593 619 824 11402 9543 1351 1357 1766 10101 12286
542214,1 2 534 53 57 115 1140 256 271 824 370 1502
542503,1 2 16 2066 34 8237 53 57 60 74 115 6315 186 242 247 256 271 294 2364 395 420 421 440 593 598 619 824 980 1042 5273 5289 1220 1357 1502
542894,2 16 36 74 619 1206 271 440 1502
543479,1 2 16 2066 34 36 41 46 2098 57 72 186 256 271 294 300 4434 390 395 440 446 6725 589 619 719 4885 908 1220 1351 5447 1357 3490 1599 7959 1989
544029,2 8202 2066 534 1042 41 46 57 74 590 593 619 115 4229 5273 186 1214 7900 1766 271 294 824 421 963 458
544042,2 2066 16 34 186 294 1439 440
544121,1 2 34 46 57 60 115 195 247 4379 294 2391 421 440 441 446 534 619 6774 11015 824 980 1042 3098 1064 5289 1220 5337 3360 3364 9523 7551 1439 5696 3788 1766 3872 5949 1987 14319
544232,2 271 1042 34 294 824 441 1220 980 488 115
544610,256 5767 34 294 41 5158 440 6846 1730 590 593 7900 604 247
546117,2 7171 53 74 593 598 115 1766 852 421
546191,1 2 16 534 3098 1064 74 598 619 9327 115 8848 10542 5949 5968 3442 1409 440 441 452 980
546491,1 2 16 2098 57 60 74 598 619 115 1766 271 824 1351
547338,1 2 1042 10261 46 53 1081 57 598 11402 2233 1766 16104 256 4886 294 824 1351 1357 2387 852 395 420 421 7095 440 441 446 4052
547376,2 16 2066 1042 34 41 46 1081 74 613 619 242 256 271 294 824 1357 852 1364 8570 9611 395 3488 440 1987 2032
547694,2 34 589 1235 294 824 440
548112,2 16 534 1042 34 1064 2098 598 1186 1708 1766 395 5517
549659,256 2 271 10144 294 41 13362 440 57 186 1220 488
550991,636 271 2585 294 9005 440 824 57 3445 6015
551260,2 16 2066 53 57 60 74 186 395 420 440 446 2523 534 593 619 719 6908 17183 980 1410 1502
551449,2 9744 16930 5158 1064 57 598 619 9859 5779 2233 186 7868 7394 271 824 1351 1439 15280 440
552200,2 1042 16 11332 115 186 2780 271 446 8180
553152,2 16 36 53 1081 589 593 598 1206 1218 247 271 294 1390 5497 8066 395 440 468
554619,2 908 34 41
555229,2 1042 34 41 57 11833 60 1599 2105 1220 247 256 294 1351 1357 5158 395 420 421 440 441 446 448 2523 7651
555565,1 2 34 60 8272 2225 186 247 256 294 395 420 421 441 446 564 604 617 619 980 1042 1064 1101 1140 1208 11538 1351 1409 3903
555659,2 16 34 74 619 115 441 4065
556560,2 34 4703 824
556916,2 1042 34 41 4166 590 598 1622 115 5779 1214 1220 2255 5949 440 446 1994
557018,2 16 34 41 598 617 151 5292 1220 824 1357 440 8180
558840,2 2066 16 36 564 57 74 619 186 271 1409 440 446
559079,2 16 1042 34 115 3733 719 271 2364 2032
559946,2 53 4166 74 186 195 247 256 271 9543 1351 421 440 2008
560037,2 16 1730 1351 619
560329,2 16 34 41 53 57 593 619 1208 14012 1766 6384 256 3360 4398 421 440 446 2008
560432,2 1042 421 9005 590 247
560545,2 34 41 2298 247
561002,2 7171 2066 41 46 1081 598 2166 1730 247 256 272 441 1502 2032
561016,2 9224 440 4156 446 2364 195 1994 589 1237
561344,2 16 1042 34 13378 10829 619 115 16040 1766 275 421 440 446 980 3049
561384,2 16 1042 36 46 60 589 115 4237 1766 272 824 2368 395 421 440 441 446 448 2520 5601
561931,1 2 16 53 57 60 74 186 247 256 294 2391 385 395 421 440 446 590 619 8937 824 847 852 963 980 7171 1042 1599 1622 3678 1730 8066
562621,2 16 2101 7248 1622 5735 619 1140 115 1220 824 395 440 446
563310,2 16 2066 3098 1081 57 74 9818 619 115 247 256 271 824 5958 1351 908 421 2032
563530,2 16 5158 46 74 2233 2237 440 441 446
565306,2 53 598 115 1140 6392 256 824 395 908 440 441 446
565349,256 2 908 271 824 57
565414,2 16 46 53 57 60 74 598 619 1140 6774 195 5337 7900 271 2443 421 440 441 446 980 5590 1502
565499,2 1042 34 590 604 619 824 440 441 446 1502
566333,2 3098 1064 57 195 4379 294 2364 1357 847 440
566497,2 272
566860,1 2 16 46 53 57 186 195 256 271 4403 2391 370 590 619 11005 847 980 1042 3098 1242 3358 3360 3364 5694 3654 9918 5838 9957
568665,2 16 46 2101 247 10488 256 271 294 2387 395 421 440 441 446 448 2523 10759 564 590 593 598 619 908 1042 1081 1140 1599 6017
569137,1 2 16 23 12321 46 57 60 74 115 167 186 2237 247 256 6406 271 294 370 2442 395 407 2471 440 441 446 534 10827 598 619 4797 9003 824 847 908 963 1042 5289 1220 1276 1351 1409 1502 6040 1994
569298,2066 1042 534 3098 36 1064 53 619 115 2166 8937 247 256 11534 294 824 370 385 8066 1439 440 448
569433,1 2 2066 1081 57 16 115 1042 5273 7421 256 271 294 824 3903 1357 1358 370 440 446 2032
570155,2 57 60 74 247
570456,2 1042 3098 53 598 619 115 3733 167 247 11015 824 1357 370 385 395 421 440 441 458 980
570728,2 2066 41 46 57 60 590 107 12956 1220 247 256 12033 294 8504 370 421 422 2032
570738,1 2 2585 4650 619 186 1351 395 421 441
570823,2 34 57 598 256 1358 852 440 11192 2008 11737
571233,1042 534 1064 53 74 598 619 247 256 294 448
571431,1 2 16 2066 46 4403 57 1351 2391 485 2032
571462,2 7173 2066 34 36 41 57 613 5627 2237 247 256 4403 824 1364 407 440 446 9695 8180
571559,2 1038 3098 46 57 74 617 247 256 294 824 370 440 446
571976,2 564 57 12956 271 385 4515
572054,1 34 41 46 57 598 619 115 186 271 824 2387 908 1944 6072 441
572121,2 46 14408 11359
572408,2 2098 53 74 619 824 1351
573186,2 16 534 46 590 7248 619 115 5292 2248 5337 272 5949 6029 7091 440 4581 8180
573445,2 53 6725 590 619 115 5345 271 3358 3360 852 440
573557,2 16 46 57 115 2233 186 2235 2237 195 4329 2340 14131 824 1409 1439 421 441 980
573617,1 2 16 46 57 53 598 619 186 195 1242 256 271 272 824 1351 4004 421 2987
573839,1 2 34 57 598 115 271 824 1358 4434 370 440 446
574406,1 2 16 3098 1081 60 115 3732 1220 5337 2780 256 294 824 1357 370 8061 4517 421 440 441 446 1994 9193
574487,2 46 74 590 5273 6388 271 824 3903
574819,2 16 2066 53 57 60 4156 74 4237 2235 271 294 2364 2424 421 440 441 446 590 593 598 604 980 5301 1208 1237 5337 11538 1351 3406 16122 2008
575111,2 41 5687 57 74 598 107 619 115 5259 195 9433 256 294 824 2364 2391
575275,2 3098 34 53 186 1220 294 2424 1502
576156,1 2 16 9744 1042 3098 57 60 9788 115 1220 824 3903 1351 12105 370 395 421 440
576396,2 16 534 4271 186
577093,3098 4650 46 57 1081 4166 74 1640 619 115 8352 195 247 256 9543 440 446
577277,2 34 60 593 3678 1140 6846 2248 242 3360 824 6017 1975 440 446
577371,2 5640 534 57 60 74 6774 5337 271 3358 3360 294 4398 9523 1409 421 1987 458 5088 4065
577600,2 10759 16 619 195 271 1358 1409 441 1502 4065
577784,2 38 53 74 598 115 256 294 824 446
578556,2 36 46 53 564 186 195 440 3520 2032
578866,1 16 1042 46 57 1081 60 74 4204 115 653 7311 247 256 271 4403 824 1850 1351 3406 1439 2989 440
579472,2 16 34 115 1220 294 824 446
581697,2 1042 36 1064 53 598 619 186 2235 1730 3360 4398 1351 879 6017 421 440 446 3542 2032
582422,2 1042 2066 34 46 53 57 74 590 598 619 1206 195 1766 271 2364 1351 8066 10654 421 1502
582943,2 1042 1081 60 593 617 9331 5627 247 3360 1373 440
583508,1 2 16 34 46 2098 57 60 74 186 195 256 271 294 4398 395 440 441 446 2523 6717 4696 619 9005 2883 2895 1042 1081 7248 5289 1220 3360 3364 1351 1357 1358 3520 5841
583923,6144 2098 1081 8783 598 617 619 115 1206 256 847 8539 908 446
584742,256 2 16 294 4403 2237 446 74 619
585190,2 16 2066 1042 1064 51 53 60 590 3180 619 107 186 195 719 1766 272 275 3360 294 4398 824 2364 2391 1409 421 2989 2032 511
585918,2 3098 60 619 4434 370 2424 421 440 446 9666
586645,1 2 16 5273 256 7551 440 1502 488
587900,1 2 3098 34 57 593 598 619 247 256 294 370 1987 511
588711,2 36 53 4229 256 3360 4398 1409
588761,2 16 34 107 2248 256 294 370 395 440 446 619 10979 11027 824 5107 5273 1220 1357 7651
589947,2 1042 34 41 53 598 115 10488 294 5497 2463 11697 440
590330,2 16 2066 2098 57 74 4379 294 12656 12668 421 440 441 446 590 619 6774 8924 2896 11123 980 1042 1081 5640 3846 6029 16282 1987 14295 14319
590619,1 2 271 46 440 1730 619 115
590969,2 16 1042 9005 824 57 590 604
591766,534 1064 46 564 53 598 115 1140 5314 247 824 852 1409 2443 395 908 440 980 2032
592017,2 16 1042 60 115 824 395 440
592141,2 534 46 1206 3789 488 247
592566,2 16 34 57 60 74 115 10393 186 247 271 2340 294 4398 395 6559 420 421 440 441 446 10720 534 590 619 824 980 1042 1064 3358 3360 1351 1357 1502 5640 5768 16282
592587,2 16 534 46 60 619 115 186 1218 247 256 294 824 370 385 908 4004 421 440 458
593424,2 16 3490 440 57 1730 458 598 3543 619 115
593508,2 34 5694 4669 590 619 115 10396 242 271 824 2364 1357 10144 440 446
593530,2 34 60 590 598 107 271 300 2364 440
594139,16 1042 34 46 2098 57 195 1766 247 271 1351 2391 370 2424 395 420 440 446 1502
594290,2 16 34 2098 57 72 195 242 2364 390 395 421 440 448 480 485 511 590 598 613 619 719 2796 824 1042 15384 3224 1351 1395 1409 1504 1730 6017 1987
595512,2 34 41 590 598 604 247 256 294 2364 385 446 448
596948,2 511 16 1042 10792 2098 53 7769 619 115 271 294 1351 395 420 2520 1502 485
597237,1 2 34 36 41 46 53 57 74 115 6376 421 440 446 511 4669 590 598 613 824 980 1042 1220 11538 1351 1766
597671,1 2 1042 3610 53 4166 72 74 590 598 1623 619 186 1730 6384 271 2364 1358 2387 879 421 440 485 511
598649,1 2 16 2066 23 46 57 60 74 195 271 294 385 395 4515 440 446 448 590 604 619 980 3098 1081 7248 1206 1357 1502 4004
598986,1 2 16 534 3098 1064 46 1081 1206 195 3789 256 271 370 908 440
599115,2 2066 36 53 57 1599 74 598 7774 1140 10396 2235 195 247 271 824 2364 1409 395 420 421 440
599541,2 16 534 3098 57 74 619 115 1042 8890 824 1351 852 370 440 441 448 980
599890,2 256 534 34 440 186 446 3903 598 488
600986,2 16 22 41 46 53 60 107 10393 4271 186 2248 4398 370 395 441 10762 534 619 11015 11027 963 7170 3098 1064 1214 3358 3360 1623 8130
601104,34 41 10979
601432,46 6389
601477,2 34 41 46 60 74 271 2364 385 4515 420 440 598 619 9122 1042
601800,1 2 16 1042 22 57 60 74 590 619 195 247 256 271 852 421 441 980 2032
601870,2 60 115 247 256 294 2364 2424 395 440 441 534 590 598 619 8937 824 908 5273 1351
602361,256 2 272 1042 440 186 60 74 980 617 3952 2032 242 247
603302,2 16 1042 46 2101 53 1081 57 60 5696 74 7259 9824 12901 5735 619 1140 6774 5314 7875 5337 6883 14565 1766 247 2298 256 3358 3360 3364 8504 9030 1351 12112 17245 5497 2443 908 421 2472 440 446 4065 2032
604022,2 57 593 83 598 115 247 256 294 824 2364 440 441 446 2008 511
604336,2 34 53 74 593 1623 115 1656 195 719 1357 852 8551 446
604688,2 271 16 2585 46 824 57 440 5949 446 186 3788 619 115
605151,2 16 1042 1730 2391 619
605286,1 1042 8751 441 452 1502 8937 10223
606614,2 534 3098 3619 1064 53 1081 60 1599 74 598 9818 115 186 247 256 294 824 8048 370 385 2438 395 446
607402,2 46 51 91 247 1439 440 446
607532,2 1042 3098 46 57 74 590 7789 115 186 1766 2391 3952 6574 446
608269,1 2 57 60 2260 980 619 2298
608535,2 16 1042 534 46 53 60 74 619 115 195 1220 247 3360 4398 824 2424 5013 421 458 1502 485
609017,2 908 1439 1208 74 5882
609905,1 2 57 60 7919 2032
610042,2 5145 34 598 5273 10488 440 441 446 448
610384,2 440 824 57 446 9918 2780
611179,2 16 1042 636 1351 3406 395 980
611770,2 5640 16 41 46 53 57 74 619 2674 115 5273 1206 186 195 1220 256 271 294 824 1351 1358 2424 440 446 1502
611985,2 16 2066 53 5696 598 824 2364 1351 2387 395 1944 2032
612004,2 53 440 1220 590
612168,1 2 16 1042 41 57 598 115 256 271 824 395 421 440 446
612402,2 46 53 57 74 115 4322 271 272 294 395 440 441 446 534 598 619 3098 5289 1502 3903 4004
613087,1 2 10759 1042 534 34 53 74 598 14514 247 256 294 1355 1373 440 1987 980 2520
613152,1 2 1042 2066 34 57 74 590 604 619 3180 115 151 1237 824 1351 370 421 441 448 1987 8137 2032
613413,2 72 115 10396 2233 271 294 4398 2520 534 824 852 1140 3360 3364 1364 1502
614429,2 53 60 115 256 294 590 11479 3360 14202 6017
614874,1 2 7170 16 1042 534 34 41 46 57 60 74 115 6774 1206 5337 1766 2298 8504 824 2431 908 1439 421 440 441 446 1502 2032
615093,1 2 16 2066 46 60 186 247 256 294 385 395 12689 421 440 448 465 598 604 619 719 824 879 1042 1081 5273 1357 5696 1730 2032
615243,1 2 16 2066 34 2101 57 60 74 115 186 247 271 272 395 407 421 440 441 446 619 719 824 980 1042 1140 5262 11535 1351 1402 1409 5661 5735 1987 2032
617171,2 34 590 598 1622 619 115 186 247 824 879 440 446
617950,1 2 16 41 46 57 598 619 1675 8848 5289 195 1220 242 271 824 2364 1357 370 2424 420 440 446 1502
618236,1 2 16 1042 534 3098 34 1064 46 9272 57 6725 590 115 3219 163 1206 247 256 271 824 1351 1409 395 421 440 441 446 448 3022 14302 488
618305,1596 598 7321 247 294 1351 1357 440 1987 972
618709,2 16 420 10678 1766 619
619436,1 2 5640 16 1042 23 57 4166 619 1766 256 271 4885 294 824 1351 421 422 4026
621021,2 16 2066 3098 34 46 53 1081 57 60 604 115 1140 5259 5273 186 195 2298 294 824 1351 1357 370 395 421 440 452 2032
621278,2 46 53 604 115 247 10488 824 385 395 421 448
621750,2 16 1599 619 256 12286 5013 440 441 446 468
622300,2 16 34 53 598 619 9327 247 256 5949 395 7091 446
623102,2 16 1042 3098 3619 46 1081 619 115 2391 370 1439 440 441 488
623147,2 534 1064 57 74 247 256 275 3358 3360 3364 294 4398 852 5497 440
623189,2 34 440 57 186
623636,2 16 2066 13892 74 13910 619 3788 3789 240 6391 2298 271 11535 3358 3360 3364 4398 2424 2443 395 2472 440
623978,4515 2241 370
624207,2 1042 57 1599 1109 1220 271 294 824 1351 1357 390 440 441 446 1502
624624,1 16 46 53 57 1081 598 11359 115 1187 1206 6841 186 256 271 5497 8082 420 440 446 1987 2008
624927,2 1042 2585 60 619 107 1766 440 446
625125,2 34 36 53 2102 593 107 115 6774 4229 151 6850 5337 242 5875 2810 271 824 3394 1351 10573 1358 852 420 440 441 5061 485
625662,385 420 440 186 1220 74 9818 1502 879
626453,1 2 16 2066 46 2098 53 57 60 74 145 186 247 256 271 294 4398 2387 440 441 446 448 2520 598 619 824 879 1042 1081 1140 3360 5577 11951 1975 1987
626809,2 3619 46 51 74 593 5714 619 1242 7421 256 271 272 14619 294 824 4026 2008 488
626893,256 2 1 272 51 53 440 74 598 619 247
627081,2 16 2066 1042 2612 1081 60 1599 5696 590 619 167 247 6406 1307 2391 6497 8048 385 8066 2438 395 421 440 446 8130
627150,2 41 53 57 60 74 247 852 440 446 5577 3554
627196,256 2 271 1042 534 440 1599 395 1351 604 9321 115
627493,2 1042 534 1064 9273 1208 256 421 440 458
627939,2 16 534 34 46 57 1081 60 74 3157 619 1220 395 16807
628082,2 16 1042 3098 2101 57 1081 420 74 3157 598 1622 5735 619 1140 6774 115 2237 1214 1730 1220 5337 1242 271 824 847 8061 8067 2443 908 2472 440 446 1987
628262,2 16 34 46 53 60 74 115 186 195 256 271 294 2391 12656 370 420 440 441 619 824 11095 1042 3098 7311 1358 6029 2032
628433,1 2 16 530 1042 34 36 1081 72 74 590 598 1622 619 3696 115 186 1730 1242 256 3360 294 824 1351 1357 385 8066 395 908 6559 421 440 3520 1994 3543 511
628675,3098 440 57 824 1220 115
630083,2 16 1042 34 53 60 115 1351 5497 421 446
630786,1 2 46 60 74 619 4271 824
630889,2 16 1042 590 3678 619 7302 3406 421 4026
631377,1 2 16 3098 34 2098 53 57 60 74 619 1206 2233 2237 195 3360 3364 4398 4403 1351 908 1439 420 440 441
631501,51 53 57 74 598 619 115 195 272 824 1351 395 3996 421
631589,2 2585 34 1064 57 1081 593 598 6774 13509 1766 6391 2896 1439 440 441 446 9152 2523
631890,7170 1042 46 53 57 74 3678 115 2233 2780 247 256 271 294 824 1358 440 511
632078,2 34 41 8751 589 598 619 115 4229 1253 1766 7951 824 2364 7498 395 16270 440 441 446
632307,2 1042 34 36 60 590 604 619 6908 256 294 879 421 440
633629,16 3619 5687 9273 7305 195 271 294 847 2391 370 385 7058 440 446 963 8652 2032
633778,2 16 1042 57 593 619 1206 3903 980
633917,2 16 1081 57 60 74 598 1220 256 271 824 440
634856,2 16 2066 53 60 590 619 115 186 2364 1351 5497 421 440 1994
635118,908 271 16 5779 4403 51 440 57 1081 446
637630,1 2 16 2066 534 34 41 57 74 115 247 271 294 385 4007
637950,2 16 46 53 57 115 395 421 440 446 824 1357 5497 3490 1766
638767,256 2 4229 271 57 440 441 60 1357 5072 1502 115
638918,2 2066 34 41 57 598 195 8937 247 256 294 824 440 446 963
639666,2 534 1064 41 53 590 598 1623 7774 619 115 6388 824 395 7058 1439 446
639989,2 16 46 51 57 1081 2105 3654 619 3696 115 4254 195 1220 247 256 271 272 3358 3360 294 824 2391 395 440
640382,16 1042 1064 57 619 1730 1220 1766 1357 2387 5013 440 1994
641014,2 16 2066 1042 34 36 41 57 590 619 6846 777 852 421 440 441 446 2032
642484,2 1042 534 3629 57 3654 74 590 598 604 115 5259 2298 822 2424 908 2032
642959,2 16 46 53 60 8275 2205 2235 247 256 275 294 4419 395 440 441 446 458 2612 590 598 604 619 6774 6806 8937 824 980 7171 5146 9321 11409 1220 5497 5640 1730
643323,2 16 34 53 57 115 590 619 824 5452 1439 440 446 458 12249
643740,2 1038 2463
643789,2 53 598 613 115 1206 186 247 256
643833,2 16 34 46 2098 51 74 115 10393 2224 186 2237 4329 256 4419 395 440 446 564 7018 980 3088 1042 3157 3180 5273 1186 1206 1351 11639 1599 7959
644188,2 34 46 57 60 74 2226 247 256 294 395 441 465 2520 480 2580 619 2896 1042 3098 1101 9321 5289 1220 1502 5640 9767 8009 6020
644582,2 53 57 9273 60 74 9859 1206 242 247 256 294 9511 11135 440 441 1987
645078,2 1042 534 3098 57 60 4669 604 115 195 1220 14558 247 271 801 806 824 9020 1351 7498 370 2438 421 9198
645337,2 10770 72 74 115 195 5337 3903 834 1357 11697 441
645770,2 300 2989 440 468 619 7551
645857,2 16 1042 34 46 51 57 60 74 8275 598 3678 619 115 5779 2780 1766 271 294 300 7486 1351 421 440 441 446 963 980 1502
645883,2 3098 46 440 446 6850
646135,2 16 1042 3098 2098 564 57 60 74 590 604 10362 1220 4322 3903 1357 370 10100 420 441 446 980
646430,2 3629 46 60 107 186 440 441
646598,2 1042 3619 294 824 57 1220 488 370 115 247
647069,2 46 53 2101 57 60 115 2205 163 4322 247 256 271 294 4403 395 6559 440 446 10759 598 604 619 15122 822 824 908 11177 1042 1081 1140 7302 1220 5497 9788 7868 8066 1987
647146,530 440
647175,256 2 395 511 16 1042 3098 294 421 441 46 824 186 1242 604 619
647279,2 16 46 9272 604 115 2298 271 275 852 2391 5497 440 441
647632,1 2 16 534 3098 34 41 4650 46 57 4668 60 10829 74 598 604 619 115 186 9435 256 271 2364 1357 879 370 395 421 440 446 1994 12249 1502
647727,36 4133 8237 53 1599 11332 619 12928 15504 1351 852 440 2520 12286
647907,534 1220 598
647961,1 2 271 195
648031,2 5640 16 534 3098 3619 57 604 115 1220 2780 247 271 1822 294 824 1351 4434 370 1410 1439 2471 9133 440 446 1502 488
649545,1064 440 5949
652356,1042 34 2098 1081 3654 74 9918 1410 440 441 2520 2008 485
653226,16 534 1064 60 590 598 1140 6846 1766 294 8487 5949 395 7091 440 446 12286
654362,2 1042 598 247 7421 256 294
654838,2 16 36 53 60 107 2166 247 256 370 421 440 441 446 448 10690 8670 485 590 598 619 2780 824 1042 1081 1206 1220 1357 1373 1623 1987
655144,1 2 16 74 115 163 2211 2260 256 421 440 598 653 4885 824 852 2987 1042 1186 5284 1351 1364 5497 9787 7868
655461,16 1064 74 91 247 256 1409 385 13817
656201,1 2 16 2066 46 53 57 60 74 107 115 186 195 247 256 271 4398 370 385 395 421 440 441 446 511 534 598 4703 619 719 824 908 2989 980 1042 3098 1064 1081 1206 1220 3360 1351 1358 1730 3788 8066 6017 1987 10217 2032
656227,34 41 57 590 619 440
656921,2 1 16 2066 1042 34 41 564 57 60 2105 74 604 115 186 7875 3788 271 1351 10594 2438 395 440 441 446 963 458 13817
657358,2 3098 34 53 74 590 593 604 619 1730 1766 6388 1357 10594 5497 421 440 458 5582 9680 485 10218
657385,16 1042 590 1766 2364 2391 441 980
657552,2 16 530 36 564 57 3162 10333 619 7305 163 1208 195 1237 824 2364 5452 395 908 421 2987 440 446 8652
657792,256 908 534 46 1220 1357 242 247
658076,2 16 6694 1081 195 823 824 2391 395 420 2523 2032
658221,2 16 12321 36 8237 53 57 2105 115 186 242 247 256 385 395 6559 440 446 534 598 6850 9122 1064 5259 1206 7464 1351 5497 13892
658614,2 34 2098 60 115 1220 441 980 488
658656,2 16 36 53 1599 74 589 604 107 23 1206 195 2340 824 1351 2391 395 440 441 446 465 511
659214,1 2 1042 534 46 53 57 74 613 617 5273 195 719 256 271 294 824 1351 1357 852 6017 440 446 963 1994 2032 511
659425,294 1206 4434
660157,256 1409 53 446 1220 619 115 1140
661737,2 16 2066 36 46 53 57 60 4166 74 186 2235 247 256 271 370 395 421 440 441 446 598 4703 619 6850 2810 801 806 7043 7091 980 5168 9273 1081 1214 1242 9818 3872 5949
662878,16 3098 8751 53 57 60 4669 598 115 2233 2237 271 1822 824 395 10144 440 446
663301,2 271 11151 534 46 822 440 115
663865,1 1042 23 57 74 619 115 2248 1766 294 824 440 446
664262,1 2 16 51 53 57 74 4204 115 2233 186 195 2260 247 271 272 4403 4434 2391 370 385 2443 2472 440 441 446 452 4581 534 4650 10815 619 4797 775 824 3098 9273 1140 7311 1242 1254 1390 3454 3619 5696 5707 3789 5841 1766 7985
664686,2 16 1042 23 1081 60 74 593 598 608 619 115 653 7415 294 824 1351 852 908 440 2008 4581
665266,2 16 3098 40 619 6774 5768 186 5337 247 256 852 370 395 440
665366,2 16 2066 534 34 57 3180 1208 2780 272 852 16771 390 440 446 511
665691,2 530 3098 17059 46 440 2364 4668 195 1220 3788 619 4204 370 14456
666276,34 41 440 963 1220 72 2780 115 247 2424
666462,2 1042 534 23 57 60 74 589 590 4696 2674 719 271 822 852 395 908 4065
666811,1 2 23 74 1101 590 593 598 617 653 440 441 446
667807,16 74 598 619 115 271 824 2364 2424 440 446
668166,2 534 1064 46 57 115 1766 440 446 458
668290,2 16 34 46 53 115 167 186 395 440 590 619 824 852 1042 1064 1081
668384,2 16 2066 34 46 2098 8275 107 6406 294 395 421 441 446 534 2585 4696 619 1042 1220 1357 1409
668942,2 34 57 1599 598 619 1140 1206 271 395 908
670306,2 34 53 60 115 186 247 256 294 2364 385 440 441 446 534 598 15068 1064 7248 1140 1599 3789 10223 2032
670758,1042 46 51 115 195 272 824 1351 440 488
671374,2 7311 3098 1357 12249 4204
671658,294 46 51 440 824 247 370 115 2424
671912,2 2066 16 1042 34 1064 72 74 590 1622 598 619 115 11386 195 8937 2298 2340 824 852 421 980 511
671944,2 34 53 1081 593 5337 7900 271 395
674400,16 34 41 57 598 1140 2233 271 2340 908
674418,2 57 74 3678 115 5779 2233 2237 271 824 1944 440 441
675280,2 16 57 60 74 2233 186 195 256 294 395 440 441 446 534 598 604 617 824 1042 7248 1364
675800,2 16 1042 46 53 57 60 83 598 4703 613 115 256 824 9543 8048 5497 440 446
675924,2 1042 34 41 53 57 1599 4696 115 2166 2205 1220 824 370 385 908 421 11177 440 446 448 1994
677680,2 395 3098 440 60 2780 370
678415,2 16 36 1064 74 275 395 9675
678978,2 46 107 4398 12659 421 440 446 598 619 4752 852 1042 9421 3358 3360 5497 1402 1404 15845 7769
679231,1 2 16 36 46 53 57 74 186 195 247 271 370 385 440 446 534 598 619 1042 3098 5289 1220 1351 1357 11612 13892 3903 10219
679536,2 23 57 74 1622 604 115 163 675 1730 195 247 824 1351 5497 395 908 421
679886,1 2 41 53 1081 598 619 3732 5337 247 6908 256 271 294 824 1351 421 440 963
680550,2 1 16 1042 57 60 74 593 590 589 619 107 115 1206 294 824 1351 1358 370 395 908 441 446 448 2008
681534,2 23 34 36 53 60 74 115 2298 4434 2463 421 440 441 446 598 604 619 824 11179 7171 1042 5273 1206 3903 8006 8066
681916,385 2 6029 16 1042 420 60 74 7774
682888,2 16 2066 1042 534 34 41 619 115 1140 256 294 2443 395 2472 2032
683722,2 53 446 598
683837,2 2066 1042 534 9744 34 46 60 1599 74 590 598 9321 619 115 8890 4797 1766 256 824 908 421 440 441 448 12734 980
683866,1 440 57 1081 488
684134,2 16 1042 2612 53 589 7248 593 598 7875 247 256 294 395 440 446
684887,256 2 271 1042 46 824 1351 6388
685522,2 16 74 590 619 5337 256 272 13084 294 421 440 446 963
686157,2 5259 16 824 980 511
686626,36 53 458 1502 1140
687025,2 9224 2066 1042 34 41 53 60 5289 1206 271 420 441 1987 2520
687747,2 16 7321 1439 420 440
